File path,labels
F:\Similar Image Finder\dataset\3085.jpg,1
F:\Similar Image Finder\dataset\3086.jpg,3
F:\Similar Image Finder\dataset\3087.jpg,3
F:\Similar Image Finder\dataset\3088.jpg,3
F:\Similar Image Finder\dataset\3089.jpg,1
F:\Similar Image Finder\dataset\309.jpg,3
F:\Similar Image Finder\dataset\3090.jpg,2
F:\Similar Image Finder\dataset\3091.jpg,0
F:\Similar Image Finder\dataset\3092.jpg,1
F:\Similar Image Finder\dataset\3093.jpg,1
F:\Similar Image Finder\dataset\3094.jpg,2
F:\Similar Image Finder\dataset\3095.jpg,0
F:\Similar Image Finder\dataset\3096.jpg,1
F:\Similar Image Finder\dataset\3097.jpg,0
F:\Similar Image Finder\dataset\3098.jpg,0
F:\Similar Image Finder\dataset\3099.jpg,0
F:\Similar Image Finder\dataset\31.jpg,3
F:\Similar Image Finder\dataset\310.jpg,1
F:\Similar Image Finder\dataset\3100.jpg,3
F:\Similar Image Finder\dataset\3101.jpg,2
F:\Similar Image Finder\dataset\3102.jpg,3
F:\Similar Image Finder\dataset\3103.jpg,2
F:\Similar Image Finder\dataset\3104.jpg,1
F:\Similar Image Finder\dataset\3105.jpg,1
F:\Similar Image Finder\dataset\3106.jpg,1
F:\Similar Image Finder\dataset\3107.jpg,3
F:\Similar Image Finder\dataset\3108.jpg,3
F:\Similar Image Finder\dataset\3109.jpg,0
F:\Similar Image Finder\dataset\311.jpg,0
F:\Similar Image Finder\dataset\3110.jpg,3
F:\Similar Image Finder\dataset\3111.jpg,1
F:\Similar Image Finder\dataset\3112.jpg,1
F:\Similar Image Finder\dataset\3113.jpg,3
F:\Similar Image Finder\dataset\3114.jpg,1
F:\Similar Image Finder\dataset\3115.jpg,3
F:\Similar Image Finder\dataset\3116.jpg,3
F:\Similar Image Finder\dataset\3117.jpg,1
F:\Similar Image Finder\dataset\3118.jpg,3
F:\Similar Image Finder\dataset\3119.jpg,1
F:\Similar Image Finder\dataset\312.jpg,1
F:\Similar Image Finder\dataset\3120.jpg,1
F:\Similar Image Finder\dataset\3121.jpg,3
F:\Similar Image Finder\dataset\3122.jpg,1
F:\Similar Image Finder\dataset\3123.jpg,2
F:\Similar Image Finder\dataset\3124.jpg,1
F:\Similar Image Finder\dataset\3125.jpg,1
F:\Similar Image Finder\dataset\3126.jpg,3
F:\Similar Image Finder\dataset\3127.jpg,3
F:\Similar Image Finder\dataset\3128.jpg,0
F:\Similar Image Finder\dataset\3129.jpg,3
F:\Similar Image Finder\dataset\313.jpg,3
F:\Similar Image Finder\dataset\3130.jpg,3
F:\Similar Image Finder\dataset\3131.jpg,2
F:\Similar Image Finder\dataset\3132.jpg,1
F:\Similar Image Finder\dataset\3133.jpg,3
F:\Similar Image Finder\dataset\3134.jpg,3
F:\Similar Image Finder\dataset\3135.jpg,2
F:\Similar Image Finder\dataset\3136.jpg,1
F:\Similar Image Finder\dataset\3137.jpg,2
F:\Similar Image Finder\dataset\3138.jpg,2
F:\Similar Image Finder\dataset\3139.jpg,0
F:\Similar Image Finder\dataset\314.jpg,2
F:\Similar Image Finder\dataset\3140.jpg,1
F:\Similar Image Finder\dataset\3141.jpg,3
F:\Similar Image Finder\dataset\3142.jpg,3
F:\Similar Image Finder\dataset\3143.jpg,2
F:\Similar Image Finder\dataset\3144.jpg,2
F:\Similar Image Finder\dataset\3145.jpg,3
F:\Similar Image Finder\dataset\3146.jpg,1
F:\Similar Image Finder\dataset\3147.jpg,2
F:\Similar Image Finder\dataset\3148.jpg,3
F:\Similar Image Finder\dataset\3149.jpg,2
F:\Similar Image Finder\dataset\315.jpg,1
F:\Similar Image Finder\dataset\3150.jpg,0
F:\Similar Image Finder\dataset\3151.jpg,3
F:\Similar Image Finder\dataset\3152.jpg,3
F:\Similar Image Finder\dataset\3153.jpg,0
F:\Similar Image Finder\dataset\3154.jpg,3
F:\Similar Image Finder\dataset\3155.jpg,1
F:\Similar Image Finder\dataset\3156.jpg,3
F:\Similar Image Finder\dataset\3157.jpg,0
F:\Similar Image Finder\dataset\3158.jpg,3
F:\Similar Image Finder\dataset\3159.jpg,3
F:\Similar Image Finder\dataset\316.jpg,3
F:\Similar Image Finder\dataset\3160.jpg,0
F:\Similar Image Finder\dataset\3161.jpg,2
F:\Similar Image Finder\dataset\3162.jpg,0
F:\Similar Image Finder\dataset\3163.jpg,3
F:\Similar Image Finder\dataset\3164.jpg,1
F:\Similar Image Finder\dataset\3165.jpg,0
F:\Similar Image Finder\dataset\3166.jpg,3
F:\Similar Image Finder\dataset\3167.jpg,3
F:\Similar Image Finder\dataset\3168.jpg,1
F:\Similar Image Finder\dataset\3169.jpg,1
F:\Similar Image Finder\dataset\317.jpg,2
F:\Similar Image Finder\dataset\3170.jpg,0
F:\Similar Image Finder\dataset\3171.jpg,2
F:\Similar Image Finder\dataset\3172.jpg,3
F:\Similar Image Finder\dataset\3173.jpg,2
F:\Similar Image Finder\dataset\3174.jpg,2
F:\Similar Image Finder\dataset\3175.jpg,0
F:\Similar Image Finder\dataset\3176.jpg,1
F:\Similar Image Finder\dataset\3177.jpg,1
F:\Similar Image Finder\dataset\3178.jpg,2
F:\Similar Image Finder\dataset\3179.jpg,0
F:\Similar Image Finder\dataset\318.jpg,2
F:\Similar Image Finder\dataset\3180.jpg,1
F:\Similar Image Finder\dataset\3181.jpg,1
F:\Similar Image Finder\dataset\3182.jpg,0
F:\Similar Image Finder\dataset\3183.jpg,2
F:\Similar Image Finder\dataset\3184.jpg,0
F:\Similar Image Finder\dataset\3185.jpg,2
F:\Similar Image Finder\dataset\3186.jpg,1
F:\Similar Image Finder\dataset\3187.jpg,0
F:\Similar Image Finder\dataset\3188.jpg,2
F:\Similar Image Finder\dataset\3189.jpg,1
F:\Similar Image Finder\dataset\319.jpg,1
F:\Similar Image Finder\dataset\3190.jpg,2
F:\Similar Image Finder\dataset\3191.jpg,2
F:\Similar Image Finder\dataset\3192.jpg,0
F:\Similar Image Finder\dataset\3193.jpg,2
F:\Similar Image Finder\dataset\3194.jpg,2
F:\Similar Image Finder\dataset\3195.jpg,3
F:\Similar Image Finder\dataset\3196.jpg,1
F:\Similar Image Finder\dataset\3197.jpg,0
F:\Similar Image Finder\dataset\3198.jpg,1
F:\Similar Image Finder\dataset\3199.jpg,3
F:\Similar Image Finder\dataset\32.jpg,3
F:\Similar Image Finder\dataset\320.jpg,2
F:\Similar Image Finder\dataset\3200.jpg,3
F:\Similar Image Finder\dataset\3201.jpg,0
F:\Similar Image Finder\dataset\3202.jpg,3
F:\Similar Image Finder\dataset\3203.jpg,2
F:\Similar Image Finder\dataset\3204.jpg,3
F:\Similar Image Finder\dataset\3205.jpg,0
F:\Similar Image Finder\dataset\3206.jpg,3
F:\Similar Image Finder\dataset\3207.jpg,0
F:\Similar Image Finder\dataset\3208.jpg,1
F:\Similar Image Finder\dataset\3209.jpg,1
F:\Similar Image Finder\dataset\321.jpg,0
F:\Similar Image Finder\dataset\3210.jpg,3
F:\Similar Image Finder\dataset\3211.jpg,1
F:\Similar Image Finder\dataset\3212.jpg,3
F:\Similar Image Finder\dataset\3213.jpg,2
F:\Similar Image Finder\dataset\3214.jpg,0
F:\Similar Image Finder\dataset\3215.jpg,0
F:\Similar Image Finder\dataset\3216.jpg,0
F:\Similar Image Finder\dataset\3217.jpg,1
F:\Similar Image Finder\dataset\3218.jpg,1
F:\Similar Image Finder\dataset\3219.jpg,3
F:\Similar Image Finder\dataset\322.jpg,3
F:\Similar Image Finder\dataset\3220.jpg,0
F:\Similar Image Finder\dataset\3221.jpg,3
F:\Similar Image Finder\dataset\3222.jpg,0
F:\Similar Image Finder\dataset\3223.jpg,3
F:\Similar Image Finder\dataset\3224.jpg,2
F:\Similar Image Finder\dataset\3225.jpg,0
F:\Similar Image Finder\dataset\3226.jpg,0
F:\Similar Image Finder\dataset\3227.jpg,0
F:\Similar Image Finder\dataset\3228.jpg,2
F:\Similar Image Finder\dataset\3229.jpg,2
F:\Similar Image Finder\dataset\323.jpg,3
F:\Similar Image Finder\dataset\3230.jpg,1
F:\Similar Image Finder\dataset\3231.jpg,3
F:\Similar Image Finder\dataset\3232.jpg,1
F:\Similar Image Finder\dataset\3233.jpg,3
F:\Similar Image Finder\dataset\3234.jpg,2
F:\Similar Image Finder\dataset\3235.jpg,0
F:\Similar Image Finder\dataset\3236.jpg,3
F:\Similar Image Finder\dataset\3237.jpg,3
F:\Similar Image Finder\dataset\3238.jpg,3
F:\Similar Image Finder\dataset\3239.jpg,3
F:\Similar Image Finder\dataset\324.jpg,1
F:\Similar Image Finder\dataset\3240.jpg,3
F:\Similar Image Finder\dataset\3241.jpg,2
F:\Similar Image Finder\dataset\3242.jpg,0
F:\Similar Image Finder\dataset\3243.jpg,3
F:\Similar Image Finder\dataset\3244.jpg,3
F:\Similar Image Finder\dataset\3245.jpg,1
F:\Similar Image Finder\dataset\3246.jpg,0
F:\Similar Image Finder\dataset\3247.jpg,1
F:\Similar Image Finder\dataset\3248.jpg,2
F:\Similar Image Finder\dataset\3249.jpg,0
F:\Similar Image Finder\dataset\325.jpg,0
F:\Similar Image Finder\dataset\3250.jpg,1
F:\Similar Image Finder\dataset\3251.jpg,0
F:\Similar Image Finder\dataset\3252.jpg,0
F:\Similar Image Finder\dataset\3253.jpg,1
F:\Similar Image Finder\dataset\3254.jpg,3
F:\Similar Image Finder\dataset\3255.jpg,0
F:\Similar Image Finder\dataset\3256.jpg,0
F:\Similar Image Finder\dataset\3257.jpg,1
F:\Similar Image Finder\dataset\3258.jpg,0
F:\Similar Image Finder\dataset\3259.jpg,3
F:\Similar Image Finder\dataset\326.jpg,3
F:\Similar Image Finder\dataset\3260.jpg,2
F:\Similar Image Finder\dataset\3261.jpg,0
F:\Similar Image Finder\dataset\3262.jpg,2
F:\Similar Image Finder\dataset\3263.jpg,1
F:\Similar Image Finder\dataset\3264.jpg,0
F:\Similar Image Finder\dataset\3265.jpg,3
F:\Similar Image Finder\dataset\3266.jpg,3
F:\Similar Image Finder\dataset\3267.jpg,0
F:\Similar Image Finder\dataset\3268.jpg,0
F:\Similar Image Finder\dataset\3269.jpg,2
F:\Similar Image Finder\dataset\327.jpg,0
F:\Similar Image Finder\dataset\3270.jpg,1
F:\Similar Image Finder\dataset\3271.jpg,2
F:\Similar Image Finder\dataset\3272.jpg,1
F:\Similar Image Finder\dataset\3273.jpg,1
F:\Similar Image Finder\dataset\3274.jpg,1
F:\Similar Image Finder\dataset\3275.jpg,2
F:\Similar Image Finder\dataset\3276.jpg,0
F:\Similar Image Finder\dataset\3277.jpg,3
F:\Similar Image Finder\dataset\3278.jpg,1
F:\Similar Image Finder\dataset\3279.jpg,1
F:\Similar Image Finder\dataset\328.jpg,1
F:\Similar Image Finder\dataset\3280.jpg,3
F:\Similar Image Finder\dataset\3281.jpg,0
F:\Similar Image Finder\dataset\3282.jpg,1
F:\Similar Image Finder\dataset\3283.jpg,1
F:\Similar Image Finder\dataset\3284.jpg,0
F:\Similar Image Finder\dataset\3285.jpg,3
F:\Similar Image Finder\dataset\3286.jpg,0
F:\Similar Image Finder\dataset\3287.jpg,1
F:\Similar Image Finder\dataset\3288.jpg,2
F:\Similar Image Finder\dataset\3289.jpg,0
F:\Similar Image Finder\dataset\329.jpg,1
F:\Similar Image Finder\dataset\3290.jpg,3
F:\Similar Image Finder\dataset\3291.jpg,0
F:\Similar Image Finder\dataset\3292.jpg,2
F:\Similar Image Finder\dataset\3293.jpg,3
F:\Similar Image Finder\dataset\3294.jpg,0
F:\Similar Image Finder\dataset\3295.jpg,3
F:\Similar Image Finder\dataset\3296.jpg,2
F:\Similar Image Finder\dataset\3297.jpg,1
F:\Similar Image Finder\dataset\3298.jpg,3
F:\Similar Image Finder\dataset\3299.jpg,2
F:\Similar Image Finder\dataset\33.jpg,1
F:\Similar Image Finder\dataset\330.jpg,3
F:\Similar Image Finder\dataset\3300.jpg,3
F:\Similar Image Finder\dataset\3301.jpg,0
F:\Similar Image Finder\dataset\3302.jpg,0
F:\Similar Image Finder\dataset\3303.jpg,1
F:\Similar Image Finder\dataset\3304.jpg,2
F:\Similar Image Finder\dataset\3305.jpg,2
F:\Similar Image Finder\dataset\3306.jpg,1
F:\Similar Image Finder\dataset\3307.jpg,1
F:\Similar Image Finder\dataset\3308.jpg,3
F:\Similar Image Finder\dataset\3309.jpg,3
F:\Similar Image Finder\dataset\331.jpg,1
F:\Similar Image Finder\dataset\3310.jpg,3
F:\Similar Image Finder\dataset\3311.jpg,3
F:\Similar Image Finder\dataset\3312.jpg,0
F:\Similar Image Finder\dataset\3313.jpg,3
F:\Similar Image Finder\dataset\3314.jpg,0
F:\Similar Image Finder\dataset\3315.jpg,2
F:\Similar Image Finder\dataset\3316.jpg,1
F:\Similar Image Finder\dataset\3317.jpg,3
F:\Similar Image Finder\dataset\3318.jpg,3
F:\Similar Image Finder\dataset\3319.jpg,1
F:\Similar Image Finder\dataset\332.jpg,1
F:\Similar Image Finder\dataset\3320.jpg,3
F:\Similar Image Finder\dataset\3321.jpg,0
F:\Similar Image Finder\dataset\3322.jpg,2
F:\Similar Image Finder\dataset\3323.jpg,3
F:\Similar Image Finder\dataset\3324.jpg,2
F:\Similar Image Finder\dataset\3325.jpg,1
F:\Similar Image Finder\dataset\3326.jpg,3
F:\Similar Image Finder\dataset\3327.jpg,3
F:\Similar Image Finder\dataset\3328.jpg,0
F:\Similar Image Finder\dataset\3329.jpg,1
F:\Similar Image Finder\dataset\333.jpg,2
F:\Similar Image Finder\dataset\3330.jpg,0
F:\Similar Image Finder\dataset\3331.jpg,3
F:\Similar Image Finder\dataset\3332.jpg,1
F:\Similar Image Finder\dataset\3333.jpg,3
F:\Similar Image Finder\dataset\3334.jpg,0
F:\Similar Image Finder\dataset\3335.jpg,1
F:\Similar Image Finder\dataset\3336.jpg,1
F:\Similar Image Finder\dataset\3337.jpg,1
F:\Similar Image Finder\dataset\3338.jpg,0
F:\Similar Image Finder\dataset\3339.jpg,3
F:\Similar Image Finder\dataset\334.jpg,2
F:\Similar Image Finder\dataset\3340.jpg,0
F:\Similar Image Finder\dataset\3341.jpg,0
F:\Similar Image Finder\dataset\3342.jpg,1
F:\Similar Image Finder\dataset\3343.jpg,0
F:\Similar Image Finder\dataset\3344.jpg,2
F:\Similar Image Finder\dataset\3345.jpg,0
F:\Similar Image Finder\dataset\3346.jpg,3
F:\Similar Image Finder\dataset\3347.jpg,1
F:\Similar Image Finder\dataset\3348.jpg,1
F:\Similar Image Finder\dataset\3349.jpg,3
F:\Similar Image Finder\dataset\335.jpg,3
F:\Similar Image Finder\dataset\3350.jpg,0
F:\Similar Image Finder\dataset\3351.jpg,3
F:\Similar Image Finder\dataset\3352.jpg,3
F:\Similar Image Finder\dataset\3353.jpg,3
F:\Similar Image Finder\dataset\3354.jpg,3
F:\Similar Image Finder\dataset\3355.jpg,2
F:\Similar Image Finder\dataset\3356.jpg,1
F:\Similar Image Finder\dataset\3357.jpg,3
F:\Similar Image Finder\dataset\3358.jpg,3
F:\Similar Image Finder\dataset\3359.jpg,2
F:\Similar Image Finder\dataset\336.jpg,3
F:\Similar Image Finder\dataset\3360.jpg,0
F:\Similar Image Finder\dataset\3361.jpg,2
F:\Similar Image Finder\dataset\3362.jpg,0
F:\Similar Image Finder\dataset\3363.jpg,0
F:\Similar Image Finder\dataset\3364.jpg,0
F:\Similar Image Finder\dataset\3365.jpg,2
F:\Similar Image Finder\dataset\3366.jpg,1
F:\Similar Image Finder\dataset\3367.jpg,1
F:\Similar Image Finder\dataset\3368.jpg,0
F:\Similar Image Finder\dataset\3369.jpg,3
F:\Similar Image Finder\dataset\337.jpg,3
F:\Similar Image Finder\dataset\3370.jpg,2
F:\Similar Image Finder\dataset\3371.jpg,1
F:\Similar Image Finder\dataset\3372.jpg,3
F:\Similar Image Finder\dataset\3373.jpg,0
F:\Similar Image Finder\dataset\3374.jpg,0
F:\Similar Image Finder\dataset\3375.jpg,3
F:\Similar Image Finder\dataset\3376.jpg,2
F:\Similar Image Finder\dataset\3377.jpg,3
F:\Similar Image Finder\dataset\3378.jpg,1
F:\Similar Image Finder\dataset\3379.jpg,1
F:\Similar Image Finder\dataset\338.jpg,1
F:\Similar Image Finder\dataset\3380.jpg,0
F:\Similar Image Finder\dataset\3381.jpg,0
F:\Similar Image Finder\dataset\3382.jpg,0
F:\Similar Image Finder\dataset\3383.jpg,3
F:\Similar Image Finder\dataset\3384.jpg,2
F:\Similar Image Finder\dataset\3385.jpg,1
F:\Similar Image Finder\dataset\3386.jpg,3
F:\Similar Image Finder\dataset\3387.jpg,1
F:\Similar Image Finder\dataset\3388.jpg,2
F:\Similar Image Finder\dataset\3389.jpg,2
F:\Similar Image Finder\dataset\339.jpg,0
F:\Similar Image Finder\dataset\3390.jpg,1
F:\Similar Image Finder\dataset\3391.jpg,3
F:\Similar Image Finder\dataset\3392.jpg,2
F:\Similar Image Finder\dataset\3393.jpg,0
F:\Similar Image Finder\dataset\3394.jpg,1
F:\Similar Image Finder\dataset\3395.jpg,0
F:\Similar Image Finder\dataset\3396.jpg,0
F:\Similar Image Finder\dataset\3397.jpg,3
F:\Similar Image Finder\dataset\3398.jpg,1
F:\Similar Image Finder\dataset\3399.jpg,3
F:\Similar Image Finder\dataset\34.jpg,1
F:\Similar Image Finder\dataset\340.jpg,3
F:\Similar Image Finder\dataset\3400.jpg,3
F:\Similar Image Finder\dataset\3401.jpg,1
F:\Similar Image Finder\dataset\3402.jpg,2
F:\Similar Image Finder\dataset\3403.jpg,2
F:\Similar Image Finder\dataset\3404.jpg,3
F:\Similar Image Finder\dataset\3405.jpg,1
F:\Similar Image Finder\dataset\3406.jpg,2
F:\Similar Image Finder\dataset\3407.jpg,1
F:\Similar Image Finder\dataset\3408.jpg,2
F:\Similar Image Finder\dataset\3409.jpg,3
F:\Similar Image Finder\dataset\341.jpg,1
F:\Similar Image Finder\dataset\3410.jpg,3
F:\Similar Image Finder\dataset\3411.jpg,3
F:\Similar Image Finder\dataset\3412.jpg,0
F:\Similar Image Finder\dataset\3413.jpg,0
F:\Similar Image Finder\dataset\3414.jpg,2
F:\Similar Image Finder\dataset\3415.jpg,0
F:\Similar Image Finder\dataset\3416.jpg,2
F:\Similar Image Finder\dataset\3417.jpg,3
F:\Similar Image Finder\dataset\3418.jpg,1
F:\Similar Image Finder\dataset\3419.jpg,3
F:\Similar Image Finder\dataset\342.jpg,1
F:\Similar Image Finder\dataset\3420.jpg,3
F:\Similar Image Finder\dataset\3421.jpg,1
F:\Similar Image Finder\dataset\3422.jpg,2
F:\Similar Image Finder\dataset\3423.jpg,2
F:\Similar Image Finder\dataset\3424.jpg,0
F:\Similar Image Finder\dataset\3425.jpg,0
F:\Similar Image Finder\dataset\3426.jpg,0
F:\Similar Image Finder\dataset\3427.jpg,3
F:\Similar Image Finder\dataset\3428.jpg,3
F:\Similar Image Finder\dataset\3429.jpg,1
F:\Similar Image Finder\dataset\343.jpg,3
F:\Similar Image Finder\dataset\3430.jpg,3
F:\Similar Image Finder\dataset\3431.jpg,3
F:\Similar Image Finder\dataset\3432.jpg,2
F:\Similar Image Finder\dataset\3433.jpg,3
F:\Similar Image Finder\dataset\3434.jpg,2
F:\Similar Image Finder\dataset\3435.jpg,1
F:\Similar Image Finder\dataset\3436.jpg,0
F:\Similar Image Finder\dataset\3437.jpg,3
F:\Similar Image Finder\dataset\3438.jpg,2
F:\Similar Image Finder\dataset\3439.jpg,3
F:\Similar Image Finder\dataset\344.jpg,1
F:\Similar Image Finder\dataset\3440.jpg,1
F:\Similar Image Finder\dataset\3441.jpg,0
F:\Similar Image Finder\dataset\3442.jpg,0
F:\Similar Image Finder\dataset\3443.jpg,1
F:\Similar Image Finder\dataset\3444.jpg,3
F:\Similar Image Finder\dataset\3445.jpg,2
F:\Similar Image Finder\dataset\3446.jpg,2
F:\Similar Image Finder\dataset\3447.jpg,0
F:\Similar Image Finder\dataset\3448.jpg,2
F:\Similar Image Finder\dataset\3449.jpg,3
F:\Similar Image Finder\dataset\345.jpg,3
F:\Similar Image Finder\dataset\3450.jpg,0
F:\Similar Image Finder\dataset\3451.jpg,0
F:\Similar Image Finder\dataset\3452.jpg,3
F:\Similar Image Finder\dataset\3453.jpg,1
F:\Similar Image Finder\dataset\3454.jpg,3
F:\Similar Image Finder\dataset\3455.jpg,1
F:\Similar Image Finder\dataset\3456.jpg,1
F:\Similar Image Finder\dataset\3457.jpg,3
F:\Similar Image Finder\dataset\3458.jpg,0
F:\Similar Image Finder\dataset\3459.jpg,3
F:\Similar Image Finder\dataset\346.jpg,3
F:\Similar Image Finder\dataset\3460.jpg,3
F:\Similar Image Finder\dataset\3461.jpg,0
F:\Similar Image Finder\dataset\3462.jpg,2
F:\Similar Image Finder\dataset\3463.jpg,2
F:\Similar Image Finder\dataset\3464.jpg,3
F:\Similar Image Finder\dataset\3465.jpg,2
F:\Similar Image Finder\dataset\3466.jpg,3
F:\Similar Image Finder\dataset\3467.jpg,0
F:\Similar Image Finder\dataset\3468.jpg,3
F:\Similar Image Finder\dataset\3469.jpg,2
F:\Similar Image Finder\dataset\347.jpg,0
F:\Similar Image Finder\dataset\3470.jpg,3
F:\Similar Image Finder\dataset\3471.jpg,0
F:\Similar Image Finder\dataset\3472.jpg,1
F:\Similar Image Finder\dataset\3473.jpg,3
F:\Similar Image Finder\dataset\3474.jpg,1
F:\Similar Image Finder\dataset\3475.jpg,1
F:\Similar Image Finder\dataset\3476.jpg,0
F:\Similar Image Finder\dataset\3477.jpg,1
F:\Similar Image Finder\dataset\3478.jpg,2
F:\Similar Image Finder\dataset\3479.jpg,2
F:\Similar Image Finder\dataset\348.jpg,2
F:\Similar Image Finder\dataset\3480.jpg,0
F:\Similar Image Finder\dataset\3481.jpg,3
F:\Similar Image Finder\dataset\3482.jpg,0
F:\Similar Image Finder\dataset\3483.jpg,3
F:\Similar Image Finder\dataset\3484.jpg,0
F:\Similar Image Finder\dataset\3485.jpg,2
F:\Similar Image Finder\dataset\3486.jpg,0
F:\Similar Image Finder\dataset\3487.jpg,2
F:\Similar Image Finder\dataset\3488.jpg,2
F:\Similar Image Finder\dataset\3489.jpg,0
F:\Similar Image Finder\dataset\349.jpg,0
F:\Similar Image Finder\dataset\3490.jpg,3
F:\Similar Image Finder\dataset\3491.jpg,0
F:\Similar Image Finder\dataset\3492.jpg,1
F:\Similar Image Finder\dataset\3493.jpg,3
F:\Similar Image Finder\dataset\3494.jpg,2
F:\Similar Image Finder\dataset\3495.jpg,1
F:\Similar Image Finder\dataset\3496.jpg,1
F:\Similar Image Finder\dataset\3497.jpg,1
F:\Similar Image Finder\dataset\3498.jpg,3
F:\Similar Image Finder\dataset\3499.jpg,1
F:\Similar Image Finder\dataset\35.jpg,3
F:\Similar Image Finder\dataset\350.jpg,1
F:\Similar Image Finder\dataset\3500.jpg,1
F:\Similar Image Finder\dataset\3501.jpg,1
F:\Similar Image Finder\dataset\3502.jpg,1
F:\Similar Image Finder\dataset\3503.jpg,3
F:\Similar Image Finder\dataset\3504.jpg,0
F:\Similar Image Finder\dataset\3505.jpg,2
F:\Similar Image Finder\dataset\3506.jpg,3
F:\Similar Image Finder\dataset\3507.jpg,2
F:\Similar Image Finder\dataset\3508.jpg,2
F:\Similar Image Finder\dataset\3509.jpg,1
F:\Similar Image Finder\dataset\351.jpg,1
F:\Similar Image Finder\dataset\3510.jpg,2
F:\Similar Image Finder\dataset\3511.jpg,1
F:\Similar Image Finder\dataset\3512.jpg,3
F:\Similar Image Finder\dataset\3513.jpg,3
F:\Similar Image Finder\dataset\3514.jpg,3
F:\Similar Image Finder\dataset\3515.jpg,1
F:\Similar Image Finder\dataset\3516.jpg,0
F:\Similar Image Finder\dataset\3517.jpg,3
F:\Similar Image Finder\dataset\3518.jpg,3
F:\Similar Image Finder\dataset\3519.jpg,2
F:\Similar Image Finder\dataset\352.jpg,3
F:\Similar Image Finder\dataset\3520.jpg,1
F:\Similar Image Finder\dataset\3521.jpg,2
F:\Similar Image Finder\dataset\3522.jpg,3
F:\Similar Image Finder\dataset\3523.jpg,0
F:\Similar Image Finder\dataset\3524.jpg,3
F:\Similar Image Finder\dataset\3525.jpg,2
F:\Similar Image Finder\dataset\3526.jpg,3
F:\Similar Image Finder\dataset\3527.jpg,3
F:\Similar Image Finder\dataset\3528.jpg,1
F:\Similar Image Finder\dataset\3529.jpg,2
F:\Similar Image Finder\dataset\353.jpg,0
F:\Similar Image Finder\dataset\3530.jpg,3
F:\Similar Image Finder\dataset\3531.jpg,1
F:\Similar Image Finder\dataset\3532.jpg,1
F:\Similar Image Finder\dataset\3533.jpg,3
F:\Similar Image Finder\dataset\3534.jpg,3
F:\Similar Image Finder\dataset\3535.jpg,3
F:\Similar Image Finder\dataset\3536.jpg,2
F:\Similar Image Finder\dataset\3537.jpg,1
F:\Similar Image Finder\dataset\3538.jpg,3
F:\Similar Image Finder\dataset\3539.jpg,1
F:\Similar Image Finder\dataset\354.jpg,3
F:\Similar Image Finder\dataset\3540.jpg,0
F:\Similar Image Finder\dataset\3541.jpg,0
F:\Similar Image Finder\dataset\3542.jpg,2
F:\Similar Image Finder\dataset\3543.jpg,1
F:\Similar Image Finder\dataset\3544.jpg,3
F:\Similar Image Finder\dataset\3545.jpg,1
F:\Similar Image Finder\dataset\3546.jpg,2
F:\Similar Image Finder\dataset\3547.jpg,1
F:\Similar Image Finder\dataset\3548.jpg,3
F:\Similar Image Finder\dataset\3549.jpg,0
F:\Similar Image Finder\dataset\355.jpg,0
F:\Similar Image Finder\dataset\3550.jpg,3
F:\Similar Image Finder\dataset\3551.jpg,0
F:\Similar Image Finder\dataset\3552.jpg,2
F:\Similar Image Finder\dataset\3553.jpg,0
F:\Similar Image Finder\dataset\3554.jpg,1
F:\Similar Image Finder\dataset\3555.jpg,3
F:\Similar Image Finder\dataset\3556.jpg,3
F:\Similar Image Finder\dataset\3557.jpg,1
F:\Similar Image Finder\dataset\3558.jpg,1
F:\Similar Image Finder\dataset\3559.jpg,3
F:\Similar Image Finder\dataset\356.jpg,1
F:\Similar Image Finder\dataset\3560.jpg,2
F:\Similar Image Finder\dataset\3561.jpg,1
F:\Similar Image Finder\dataset\3562.jpg,1
F:\Similar Image Finder\dataset\3563.jpg,3
F:\Similar Image Finder\dataset\3564.jpg,3
F:\Similar Image Finder\dataset\3565.jpg,2
F:\Similar Image Finder\dataset\3566.jpg,1
F:\Similar Image Finder\dataset\3567.jpg,1
F:\Similar Image Finder\dataset\3568.jpg,3
F:\Similar Image Finder\dataset\3569.jpg,3
F:\Similar Image Finder\dataset\357.jpg,3
F:\Similar Image Finder\dataset\3570.jpg,1
F:\Similar Image Finder\dataset\3571.jpg,3
F:\Similar Image Finder\dataset\3572.jpg,2
F:\Similar Image Finder\dataset\3573.jpg,3
F:\Similar Image Finder\dataset\3574.jpg,1
F:\Similar Image Finder\dataset\3575.jpg,3
F:\Similar Image Finder\dataset\3576.jpg,1
F:\Similar Image Finder\dataset\3577.jpg,2
F:\Similar Image Finder\dataset\3578.jpg,0
F:\Similar Image Finder\dataset\3579.jpg,0
F:\Similar Image Finder\dataset\358.jpg,3
F:\Similar Image Finder\dataset\3580.jpg,3
F:\Similar Image Finder\dataset\3581.jpg,2
F:\Similar Image Finder\dataset\3582.jpg,1
F:\Similar Image Finder\dataset\3583.jpg,1
F:\Similar Image Finder\dataset\3584.jpg,1
F:\Similar Image Finder\dataset\3585.jpg,3
F:\Similar Image Finder\dataset\3586.jpg,1
F:\Similar Image Finder\dataset\3587.jpg,3
F:\Similar Image Finder\dataset\3588.jpg,2
F:\Similar Image Finder\dataset\3589.jpg,2
F:\Similar Image Finder\dataset\359.jpg,3
F:\Similar Image Finder\dataset\3590.jpg,0
